id_fila,producto_id,sku_orig,nombre_orig,accion,target_id,lab_real,lab_nuevo,nombre_propuesto,forma,molecula,presentacion,unidades,linea,fuente_desc,desc_candidata,foto_candidata,tier,score,motivo,aprobado
303,38721,ME31884,RANITIDINA 300 MG X 10 TABLETAS,crear,,"CASA DE REPRESENTACION MT GLOBAL CARE, C.A.",si,RANITIDINA 300 MG X 10 TABLETAS,TABLETAS,Ranitidina,X 10 TABLETAS,10,Linea Farmacia,cobeca,RANITIDINA TAB 300MG X10 MT GLOB,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54367.jpg,,,lab sin productos en BD,si
304,38724,ME44650,REUMAQUINE 200 MG X 20 TABLETAS RECUBIERTAS,crear,,"CASA DE REPRESENTACION MT GLOBAL CARE, C.A.",si,HIDROXICLOROQUINA 200 MG X 20 TABLETAS,TABLETAS,Hidroxicloroquina,X 20 TABLETAS,20,Linea Farmacia,cobeca,HIDROXICLOROQUINA TAB 200MG X20 CR MT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27621.jpg,,,lab sin productos en BD,si
305,38733,ME43791,RINIFLU 2.5 MG / 5 ML JARABE,ya_tiene_foto,37893,"LABORATORIO LA SANTE, C.A.",no,,,,,,,cobeca,"DESLORATADINA JBE PED 2,5/5ML60ML PHARME",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11665.jpg,0,1002,producto objetivo ya tiene foto (#37893),no
306,38744,ME42922,RIVAROXABAN 15 MG X 30 TABLETAS RECUBIERTAS,crear,,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,RIVAROXABAN 15 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Rivaroxaban,X 30 TABLETAS,30,Linea Farmacia,cobeca,RIVAROXABAN TAB 15MG X30 CR DIST,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/24319.jpg,,,lab sin productos en BD,si
307,38745,ME42923/2,RIVAROXABAN 20 MG X 10 TABLETAS RECUBIERTAS,crear,,"LABORATORIOS VICENTI, C.A.",si,RIVAROXABAN 20 MG X 10 TABLETAS RECUBIERTAS,TABLETAS,Rivaroxaban,X 10 TABLETAS,10,Linea Farmacia,cobeca,RIVAROXABAN TAB 20MG X10 VIN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26738.jpg,,,lab existe pero sin match >= T0,si
308,38746,ME42923/3,RIVAROXABAN 20 MG X 14 TABLETAS RECUBIERTAS,crear,,"KMPLUS PHARMACEUTICALS, C.A.",si,RIVAROXABAN 20 MG X 14 TABLETAS RECUBIERTAS,TABLETAS,Rivaroxaban,X 14 TABLETAS,14,Linea Farmacia,cobeca,RIVAROXABAN TAB REC 20MG X14 KMP,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54217.jpg,,,lab sin productos en BD,si
309,38748,ME44475,ROSUTAN 10 MG X 30 TABLETAS RECUBIERTAS,crear,,"LABORATORIO LA SANTE, C.A.",no,ROSUVASTATINA 10 MG X 30 TABLETAS,TABLETAS,Rosuvastatina,X 30 TABLETAS,30,Linea Farmacia,cobeca,ROSUVASTATINA TAB/REC 10MG X 30 LA SANT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29584.jpg,,,lab existe pero sin match >= T0,si
310,38750,ME42632/2,ROSUVASTATINA 20 MG X 10 TABLETAS RECUBIERTAS,crear,,"LABORATORIO LA SANTE, C.A.",no,ROSUVASTATINA 20 MG X 10 TABLETAS RECUBIERTAS,TABLETAS,Rosuvastatina,X 10 TABLETAS,10,Linea Farmacia,cobeca,ROSUVASTATINA TAB REC 20MG X10 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/24316.jpg,,,solo match relaxando pack (T3) — presentacion exacta no existe,si
311,38751,ME42632/3,ROSUVASTATINA 20 MG X 30 TABLETAS RECUBIERTAS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,ROSUVASTATINA 20 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Rosuvastatina,X 30 TABLETAS,30,Linea Farmacia,cobeca,ROSUVASTATINA TAB 20MG X30 ANG/H,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21364.jpg,,,lab existe pero sin match >= T0,si
312,38752,ME42676,ROSUVASTATINA 10 MG X 30 TABLETAS RECUBIERTAS,crear,,"LABORATORIO LA SANTE, C.A.",no,ROSUVASTATINA 10 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Rosuvastatina,X 30 TABLETAS,30,Linea Farmacia,cobeca,ROSUVASTATINA TAB/REC 10MG X 30 LA SANT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29584.jpg,,,lab existe pero sin match >= T0,si
313,38770,ME31560,SECNIDAZOL 1 G X 2 TABLETAS RECUBIERTAS,asignar,38769,"CALOX INTERNATIONAL, C.A.",no,SECNIDAZOL 1 G X 2 TABLETAS RECUBIERTAS,TABLETAS,Secnidazol Anhidro,,,,cobeca,SECNIDAZOL TAB 1G X2 VIV,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/8585.jpg,0,1002,match T0 score 1002,si
314,38779,ME30171/3,SERLINE 50 MG X 30 COMPRIMIDOS,crear,,"CORPORACION CLEOPHARMA, C.A.",si,SERTRALINA 50 MG X 30 COMPRIMIDOS,COMPRIMIDOS,Sertralina,X 30 COMPRIMIDOS,30,Linea Farmacia,cobeca,SERTRALINA TAB 50MG X30 CLEO,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25669.jpg,,,lab sin productos en BD,si
315,38781,ME32466/4,SERTRALINA 50 MG X 56 TABLETAS,crear,,"CASA DE REPRESENTACION DOROPHARMA, C.A.",si,SERTRALINA 50 MG X 56 TABLETAS,TABLETAS,Sertralina,X 56 TABLETAS,56,Linea Farmacia,cobeca,SERTRALINA COMP REC 50MG X56 DORO,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53165.jpg,,,lab sin productos en BD,si
316,38784,ME31067/3,SERTRALINA 50 MG X 14 COMPRIMIDOS RECUBIERTOS,crear,,"CASA DE REPRESENTACION FARMACEUTICAS CCM, C.A.",si,SERTRALINA 50 MG X 14 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,Sertralina,X 14 COMPRIMIDOS,14,Linea Farmacia,cobeca,SERTRALINA TAB 50MG X14 CR CCM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22393.jpg,,,lab existe pero sin match >= T0,si
317,38786,ME43842,SERTRALINA 50 MG X 14 TABLETAS RECUBIERTAS,crear,,"CASA DE REPRESENTACION FARMACEUTICAS CCM, C.A.",si,SERTRALINA 50 MG X 14 TABLETAS RECUBIERTAS,TABLETAS,Sertralina,X 14 TABLETAS,14,Linea Farmacia,cobeca,SERTRALINA TAB 50MG X14 CR CCM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22393.jpg,,,lab existe pero sin match >= T0,si
318,38807,ME43073/3,SUCRALFATO 1 G X 20 TABLETAS,crear,,"KMPLUS PHARMACEUTICALS, C.A.",si,SUCRALFATO 1 G X 20 TABLETAS,TABLETAS,Sucralfato,X 20 TABLETAS,20,Linea Farmacia,cobeca,SUCRALFATO TAB 1G X20 KMP,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54219.jpg,,,lab sin productos en BD,si
319,38808,ME43073/2,SUCRALFATO 1 G X 10 TABLETAS,crear,,"CORPORACION CLEOPHARMA, C.A.",si,SUCRALFATO 1 G X 10 TABLETAS,TABLETAS,Sucralfato,X 10 TABLETAS,10,Linea Farmacia,cobeca,SUCRALFATO TAB 1G X10 CLEO,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25675.jpg,,,lab sin productos en BD,si
320,38823,ME44534,TACROLIMUS 0.03 % UNGUENTO,crear,,"CASA DE REPRESENTACION BIUMAK PHARMACEUTICALS, C.A.",si,TACROLIMUS 0.03 % UNGUENTO,UNGUENTO,Tacrolimus,UNGUENTO,,Linea Farmacia,cobeca,"TACROLIMUS UNG 0,03% 15G BIU",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50903.jpg,,,lab sin productos en BD,si
321,38834,ME41156/3,TALYSTO 5 MG X 30 TABLETAS MASTICABLES,asignar,39382,"LABORATORIOS LETI, S.A.V.",no,TADALAFILO 5 MG COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,Tadalafilo,,,,cobeca,TADALAFILO COM/REC 5MG X 30 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50485.jpg,0,1002,match T0 score 1002,si
322,38842,ME36676/3,TAMSULOSINA HCL 0.4 MG CAPSULAS DE LIBERACION PROGRAMADA X 30 CAPSULAS,crear,,"ALESS PHARMACEUTICALS, C.A.",si,TAMSULOSINA HCL 0.4 MG CAPSULAS DE LIBERACION PROGRAMADA X 30 CAPSULAS,CAPSULAS,Tamsulosina,X 30 CAPSULAS,30,Linea Farmacia,cobeca,"TAMSULOSINA CAP 0,4MG X30 ALESS",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/24279.jpg,,,lab sin productos en BD,si
323,38843,ME36676/2,TAMSULOSINA HCL 0.4 MG CAPSULAS DE LIBERACION PROGRAMADA X 10 CAPSULAS,crear,,"CASA DE REPRESENTACION ADN MEDICAL, C.A.",si,TAMSULOSINA TAMSUHEM 0.4 MG X 10 CAPSULAS,CAPSULAS,Tamsulosina Tamsuhem,X 10 CAPSULAS,10,Linea Farmacia,cobeca,"TAMSULOSINA TAMSUHEM CAP 0,4MG X10 ADN",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53254.jpg,,,lab sin productos en BD,si
324,38844,ME42589,TAMSULOSINA CLORHIDRATO 0.4 MG X 30 CAPSULAS DE LIBERACION PROLONGADA,crear,,"ALESS PHARMACEUTICALS, C.A.",si,TAMSULOSINA CLORHIDRATO 0.4 MG X 30 CAPSULAS DE LIBERACION PROLONGADA,CAPSULAS,Tamsulosina,X 30 CAPSULAS,30,Linea Farmacia,cobeca,"TAMSULOSINA CAP 0,4MG X30 ALESS",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/24279.jpg,,,lab sin productos en BD,si
325,38852,ME22980,NUELIN 80 MG / 15 ML JARABE,crear,,"CASA DE REPRESENTACION ADN MEDICAL, C.A.",si,TEOFILINA 80 MG / 15 ML JARABE,JARABE,Teofilina,JARABE,,Linea Farmacia,cobeca,TEOFILINA SOL ORAL 80MG/15ML 100ML AND,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53266.jpg,,,lab sin productos en BD,si
326,38856,ME36877,TERBINAFINA CLORHIDRATO 1 % CREMA TOPICA,asignar,39392,"LABORATORIOS KIMICEG, C.A.",no,TERBINAFINA 1 % CREMA,CREMA,,,,,cobeca,TERBINAFINA CREM 1% 15G KIMIC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/96827.jpg,0,0,match T0 score 0,si
327,38863,ME42959,TIMOLOL 0.5 % SOLUCION OFTALMICA,crear,,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,TIMOLOL 0.5 % SOLUCION OFTALMICA,SOLUCION OFTALMICA,Timolol,SOLUCION OFTALMICA,,Linea Farmacia,cobeca,"TIMOLOL SOL OFT 0,5% 10ML CR DIST",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22841.jpg,,,lab sin productos en BD,si
328,38868,HO27849/2,TIOCOLCHICOSIDO 4 MG / 2 ML X 1 AMPOLLA,crear,,"CASA DE REPRESENTACION GLOBAL MEDIC, C.A.",si,TIOCOLCHICOSIDO 4 MG / 2 ML X 1 AMPOLLA,INYECTABLE,Tiocolchicosido,X 1 INYECTABLE,1,Linea Hospitalaria,cobeca,TIOCOLCHICOSIDO AMP 4MG/2ML X1 CR GM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51472.jpg,,,lab existe pero sin match >= T0,si
329,38869,HO27849/4,TIOCOLCHICOSIDO 4 MG / 2 ML X 50 AMPOLLAS,crear,,"ALESS PHARMACEUTICALS, C.A.",si,TIOCOLCHICOSIDO 4 MG / 2 ML X 50 AMPOLLAS,INYECTABLE,Tiocolchicosido,X 50 INYECTABLE,50,Linea Hospitalaria,cobeca,TIOCOLCHICOSIDO AMP 4MG/2ML X50 ALESS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20404.jpg,,,lab sin productos en BD,si
330,38870,HO27849/3,TIOCOLCHICOSIDO 4 MG / 2 ML X 2 AMPOLLAS,crear,,"ALESS PHARMACEUTICALS, C.A.",si,TIOCOLCHICOSIDO IMP 4 MG / 2 ML X 2 INYECTABLE,INYECTABLE,Tiocolchicosido Imp,X 2 INYECTABLE,2,Linea Hospitalaria,cobeca,TIOCOLCHICOSIDO AMP IMP 4MG/2ML X2 ALESS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20405.jpg,,,lab sin productos en BD,si
331,38875,ME43629,TIZANIDINA 2 MG X 10 TABLETAS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,TIZANIDINA 2 MG X 10 TABLETAS,TABLETAS,Tizanidina,X 10 TABLETAS,10,Linea Farmacia,cobeca,TIZANIDINA TAB 2MG X 10 ANGELUS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28534.jpg,,,lab existe pero sin match >= T0,si
332,38893,ME28553/2,TRIMEBUTINA MALEATO 200 MG X 10 TABLETAS,crear,,"CORPORACION CLEOPHARMA, C.A.",si,TRIMEBUTINA MALEATO 200 MG X 10 TABLETAS,TABLETAS,Trimebutina,X 10 TABLETAS,10,Linea Farmacia,cobeca,TRIMEBUTINA TAB 200MG X10 CLEO,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25677.jpg,,,lab sin productos en BD,si
333,38894,ME28553/3,TRIMEBUTINA MALEATO 200 MG X 30 TABLETAS,asignar,38894,"LABORATORIO LA SANTE, C.A.",no,TRIMEBUTINA MALEATO 200 MG X 30 TABLETAS,TABLETAS,,,,,cobeca,TRIMEBUTINA TAB 200MG X30 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26921.jpg,0,2,match T0 score 2,si
334,38913,ME44208/2,VALSARTAN 160 MG X 10 COMPRIMIDOS RECUBIERTOS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,VALSARTAN 160 MG X 10 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,Valsartan,X 10 COMPRIMIDOS,10,Linea Farmacia,cobeca,VALSARTAN TAB 160MG X10 ANG/H,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21372.jpg,,,lab existe pero sin match >= T0,si
335,38915,ME44208/4,VALSARTAN 160 MG X 30 COMPRIMIDOS RECUBIERTOS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,VALSARTAN 160 MG X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,Valsartan,X 30 COMPRIMIDOS,30,Linea Farmacia,cobeca,VALSARTAN TAB REC 160MG X30 ANG/H,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52911.jpg,,,lab existe pero sin match >= T0,si
336,38923,ME35562/5,VALSARTAN - HIDROCLOROTIAZIDA 80 MG - 12.5 MG X 30 TABLETAS RECUBIERTAS,crear,,"LABORATORIO LA SANTE, C.A.",no,VALSARTAN HCT TABREC 80 MG X 30 TABLETAS,TABLETAS,Valsartan Hct Tabrec,X 30 TABLETAS,30,Linea Farmacia,cobeca,"VALSARTAN/HCT TABREC 80/12,5MGX30 PHARME",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22214.jpg,,,lab existe pero sin match >= T0,si
337,38926,ME38613,VALSARTAN - HIDROCLOROTIAZIDA 80 MG - 12.5 MG X 30 TABLETAS RECUBIERTAS,crear,,"LABORATORIO LA SANTE, C.A.",no,VALSARTAN HCT TABREC 80 MG X 30 TABLETAS,TABLETAS,Valsartan Hct Tabrec,X 30 TABLETAS,30,Linea Farmacia,cobeca,"VALSARTAN/HCT TABREC 80/12,5MGX30 PHARME",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22214.jpg,,,lab existe pero sin match >= T0,si
338,38927,ME33646/2,VASATEN HCT 80 MG - 12.5 MG X 10 COMPRIMIDOS RECUBIERTOS,ya_tiene_foto,39406,"LABORATORIOS VARGAS, S.A.",no,,,,,,,cobeca,VALSARTAN HCT TAB/REC 80/12.5MG X10 VARG,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50173.jpg,0,1004,producto objetivo ya tiene foto (#39406),no
339,38928,ME33646/3,VASATEN HCT 80 MG - 12.5 MG X 14 COMPRIMIDOS RECUBIERTOS,asignar,38925,"CALOX INTERNATIONAL, C.A.",no,VALSARTAN - HIDROCLOROTIAZIDA 80 MG - 12.5 MG X 14 TABLETAS RECUBIERTAS,TABLETAS,,,,,cobeca,"VALSARTAN/HCT TAB REC 80/12,5MG X14 CLX",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/9838.jpg,0,4,match T0 score 4,si
340,38929,ME35526/2,VALSARTAN - HIDROCLOROTIAZIDA 80 MG - 12.5 MG X 10 TABLETAS RECUBIERTAS,ya_tiene_foto,39406,"LABORATORIOS VARGAS, S.A.",no,,,,,,,cobeca,VALSARTAN HCT TAB/REC 80/12.5MG X10 VARG,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50173.jpg,0,1004,producto objetivo ya tiene foto (#39406),no
341,38931,ME44465,VALSARTAN 160 MG X 30 TABLETAS RECUBIERTAS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,VALSARTAN 160 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Valsartan,X 30 TABLETAS,30,Linea Farmacia,cobeca,VALSARTAN TAB REC 160MG X30 ANG/H,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52911.jpg,,,lab existe pero sin match >= T0,si
342,38932,ME37644/2,VALSARTAN 80 MG X 14 CAPSULAS,asignar,38920,"LABORATORIOS LETI, S.A.V.",no,VALSARTAN 80 MG X 14 CAPSULAS,CAPSULAS,Valsartan,,,,cobeca,VALSARTAN CAP 80MG X14 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22949.jpg,0,1002,match T0 score 1002,si
343,38933,ME37644/3,VALSARTAN 80 MG X 30 CAPSULAS,asignar,38921,"LABORATORIOS LETI, S.A.V.",no,VALSARTAN 80 MG X 30 CAPSULAS,CAPSULAS,Valsartan,,,,cobeca,VALSARTAN CAP 80MG X30 GNV LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99797.jpg,0,1002,match T0 score 1002,si
344,38952,ME42486,VILDAGLIPTINA 50 MG X 30 COMPRIMIDOS,crear,,"CASA DE REPRESENTACION MT GLOBAL CARE, C.A.",si,VILDAGLIPTINA 50 MG X 30 COMPRIMIDOS,COMPRIMIDOS,Vildagliptina,X 30 COMPRIMIDOS,30,Linea Farmacia,cobeca,VILDAGLIPTINA TAB 50MG X 30 MT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/30332.jpg,,,lab sin productos en BD,si
345,38963,ME44099/3,VITAMINA C 500 MG X 15 TABLETAS MASTICABLES SABOR A NARANJA,asignar,38309,"LABORATORIO LA SANTE, C.A.",no,VITAMINA C 500 MG X 16 TABLETAS MASTICABLES SABOR A TUTTI FRUTTI,TABLETAS,Ascorbico Acido,,,,farmanselmo,VITAMINA C (ACIDO ASCORBICO) 500MG SABOR A NARANJA TIRA xTABLETAS MASTICABLES LA SANTE (E),https://pccentro.net.ve/img/s/4/3/6/0/1/43601-large_default.webp,0,1002,match T0 score 1002,si
346,38964,ME44099/4,VITAMINA C 500 MG X 30 TABLETAS MASTICABLES SABOR A NARANJA,crear,,"BY NATURLIFES, C.A.",si,BITEX COMPLEJO VITAMINA B1 B2 B6 B12 NATURALIFES X 30 TABLETAS,TABLETAS,Bitex Complejo Vitamina B1 B2 B6 B12 Naturalifes,X 30 TABLETAS,30,Linea Farmacia,farmanselmo,BITEX COMPLEJO B VITAMINA B1/B2/B6/B12 X30 TABLETAS NATURALIFES (E),https://pccentro.net.ve/img/s/6/8/9/1/0/68910-large_default.webp,,,lab sin productos en BD,si
347,38965,ME44099/2,VITAMINA C 500 MG X 10 TABLETAS MASTICABLES SABOR A NARANJA,crear,,"LABORATORIO LA SANTE, C.A.",no,VITAMINA MANDARINA TIRA TABLETA MASTICABLE UNIDADES 500 MG X 10 TABLETAS,TABLETAS,Vitamina Mandarina Tira Tableta Masticable Unidades,X 10 TABLETAS,10,Linea Farmacia,farmanselmo,VITAMINA C 500MG MANDARINA TIRA TABLETA MASTICABLE x10 UNIDADES LA SANTE (E),https://pccentro.net.ve/img/s/7/4/6/6/8/74668-large_default.webp,,,lab existe pero sin match >= T0,si
348,38981,HO33694,VORCUM 200 MG POLVO LIOFILIZADO PARA SOLUCION PARA INFUSION,crear,,"LABORATORIOS LETI, S.A.V.",no,VORICONAZOL 200 MG INYECTABLE,INYECTABLE,Voriconazol,INYECTABLE,,Linea Hospitalaria,cobeca,VORICONAZOL AMP 200MG X1 GLOB/C,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27731.jpg,,,lab existe pero sin match >= T0,si
349,39014,ME42908,ACETAMINOFEN 120 MG / 5 ML X 10 SOLUCION ORAL,crear,,"BIOQUIMICA INTERNACIONAL, C.A.",si,ACETAMINOFEN 120 MG / 5 ML X 10 SOLUCION ORAL,SOLUCION ORAL,Acetaminofen,SOLUCION ORAL,,Linea Farmacia,cobeca,ACETAMINOFEN SOL 120MG/5ML 120ML BIOQ,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53087.jpg,,,lab existe pero sin match >= T0,si
350,39020,ME33987,ACIDO FOLICO 10 MG / ML SOLUCION ORAL,ambiguo,39023|39319,"LABORATORIOS SIEGFRIED, S.A.",no,,,,,,,cobeca,ACIDO FOLICO GTS 10MG 15ML MEY,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/2643.jpg,,,2+ candidatos de presentación exacta empatados en mismo tier,no
351,39042,ME32836/2,AMOVIN 500 MG X 3 TABLETAS RECUBIERTAS,crear,,"CALOX INTERNATIONAL, C.A.",no,AZITROMICINA 500 MG X 3 TABLETAS,TABLETAS,Azitromicina,X 3 TABLETAS,3,Linea Farmacia,cobeca,AZITROMICINA TAB 500MG X3 CLX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11009.jpg,,,solo match relaxando pack (T3) — presentacion exacta no existe,si
352,39044,ME29931,AMOXICILINA 250 MG / 5 ML POLVO PARA SUSPENSION ORAL,asignar,37444,"CALOX INTERNATIONAL, C.A.",no,AMOXICILINA 250 MG / 5 ML POLVO PARA SUSPENSION ORAL,POLVO PARA RECONSTITUCION,Amoxicilina,,,,cobeca,AMOXICILINA PVO PED 250MG/5ML 60ML CLX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51378.jpg,0,1002,match T0 score 1002,si
353,39086,ME42454,ATORVASTATINA 40 MG COMPRIMIDOS RECUBIERTOS,asignar,37520,"LABORATORIOS LETI, S.A.V.",no,ATORVASTATINA 40 MG X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,Atorvastatina,,,,cobeca,ATORVASTATINA COMP 40MG X30 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98292.jpg,0,1002,match T0 score 1002,si
354,39105,ME42418,BISOPROLOL FUMARATO 1.25 MG COMPRIMIDOS RECUBIERTOS,crear,,"CALOX INTERNATIONAL, C.A.",no,BISOPROLOL FUMARATO 1.25 MG COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,Bisoprolol,X 30 COMPRIMIDOS,30,Linea Farmacia,cobeca,"BISOPROLOL TAB 1,25MG X 30 CALOX",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97000.jpg,,,lab existe pero sin match >= T0,si
355,39107,ME42420,BISOPROLOL FUMARATO 5 MG COMPRIMIDOS RECUBIERTOS,crear,,"LABORATORIOS LETI, S.A.V.",no,BISOPROLOL FUMARATO 5 MG COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,Bisoprolol,X 30 COMPRIMIDOS,30,Linea Farmacia,cobeca,BISOPROLOL FUMARATO COMP 5MG X30 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98668.jpg,,,lab existe pero sin match >= T0,si
356,39108,ME42429,BISOPROLOL FUMARATO - HIDROCLOROTIAZIDA 10 MG - 6.25 MG COMPRIMIDOS RECUBIERTOS,ya_tiene_foto,37583,"LABORATORIOS LETI, S.A.V.",no,,,,,,,farmanselmo,BIOTALOL HCT BISOPROLOL FUMARATO+HIDROCLOROTIAZIDA 10 MG+6.25 MG COMPRIMIDOS LETI (E),https://pccentro.net.ve/img/s/6/9/8/7/9/69879-large_default.webp,0,2,producto objetivo ya tiene foto (#37583),no
357,39109,ME39033,BISOPROLOL FUMARATO - HIDROCLOROTIZIDA 2.5 MG - 6.25 MG COMPRIMIDOS RECUBIERTOS,crear,,"ALESS PHARMACEUTICALS, C.A.",si,BISOPROLOL HCT 2.5 MG X 15 COMPRIMIDOS,COMPRIMIDOS,Bisoprolol Hct,X 15 COMPRIMIDOS,15,Linea Farmacia,cobeca,"BISOPROLOL/HCT TAB 2,5/6,25MG X15 ALESS",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20507.jpg,,,lab sin productos en BD,si
358,39110,ME42419,BISOPROLOL FUMARATO 2.5 MG COMPRIMIDOS RECUBIERTOS,ambiguo,39054|39106,"CALOX INTERNATIONAL, C.A.",no,,,,,,,cobeca,"BISOPROLOL TAB 2,5MG X 30 CALOX",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97002.jpg,,,2+ candidatos de presentación exacta empatados en mismo tier,no
359,39118,ME42603,BROMHEXINA CLORHIDRATO 4 MG / 5 ML JARABE,crear,,"LABORATORIO LA SANTE, C.A.",no,BROMHEXINA PED4MG 5 ML / 120 ML JARABE,JARABE,Bromhexina Ped4mg,JARABE,,Linea Farmacia,cobeca,BROMHEXINA JBE PED4MG/5ML 120ML PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11549.jpg,,,lab existe pero sin match >= T0,si
360,39121,ME42750,CANDESARTAN CILEXETILO 8 MG COMPRIMIDOS,asignar,37663,"LABORATORIO LA SANTE, C.A.",no,CANDESARTAN 8 MG X 30 TABLETAS,TABLETAS,,,,,cobeca,CANDESARTAN TAB 8MG X30 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23944.jpg,0,2,match T0 score 2,si
361,39126,ME43806,CARBETAL 8 MG X 30 TABLETAS,asignar,37663,"LABORATORIO LA SANTE, C.A.",no,CANDESARTAN 8 MG X 30 TABLETAS,TABLETAS,,,,,cobeca,CANDESARTAN TAB 8MG X30 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23944.jpg,0,2,match T0 score 2,si
362,39133,ME43851,CETERIX 10 MG COMPRIMIDOS,asignar,37728,"LABORATORIOS LETI, S.A.V.",no,CETIRIZINA 10 MG X 10 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,Cetirizina,,,,cobeca,CETIRIZINA COMP 10MG X10 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11497.jpg,0,1002,match T0 score 1002,si
